i,delay,printtime
0 0 1620129012976
1 100 1620129013089
2 87 1620129013183
3 93 1620129013276
4 100 1620129013385
5 91 1620129013479
6 97 1620129013588
7 88 1620129013680
8 96 1620129013789
9 87 1620129013881
10 95 1620129013991
11 85 1620129014083
12 93 1620129014179
13 97 1620129014288
14 88 1620129014383
15 93 1620129014491
16 85 1620129014584
17 92 1620129014677
18 99 1620129014786
19 90 1620129014879
20 97 1620129014987
21 89 1620129015083
22 93 1620129015179
23 97 1620129015287
24 89 1620129015381
25 95 1620129015491
26 85 1620129015584
27 92 1620129015678
28 98 1620129015788
29 88 1620129015883
30 93 1620129015991
31 85 1620129016085
32 91 1620129016177
33 99 1620129016288
34 88 1620129016382
35 94 1620129016490
36 86 1620129016582
37 94 1620129016691
38 85 1620129016786
39 90 1620129016880
40 96 1620129016990
41 86 1620129017084
42 92 1620129017178
43 98 1620129017288
44 88 1620129017381
45 95 1620129017490
46 86 1620129017585
47 91 1620129017678
48 98 1620129017786
49 90 1620129017881
50 95 1620129017992
51 84 1620129018085
52 91 1620129018180
53 96 1620129018290
54 86 1620129018382
55 94 1620129018476
56 100 1620129018585
57 91 1620129018678
58 98 1620129018786
59 90 1620129018880
60 96 1620129018988
61 88 1620129019080
62 96 1620129019189
63 87 1620129019282
64 94 1620129019390
65 86 1620129019484
66 92 1620129019578
67 98 1620129019685
68 91 1620129019778
69 98 1620129019888
70 88 1620129019980
71 96 1620129020090
72 86 1620129020183
73 93 1620129020277
74 99 1620129020387
75 89 1620129020481
76 95 1620129020591
77 85 1620129020687
78 89 1620129020779
79 97 1620129020890
80 86 1620129020985
81 91 1620129021081
82 95 1620129021190
83 86 1620129021282
84 94 1620129021391
85 85 1620129021483
86 93 1620129021591
87 85 1620129021684
88 92 1620129021777
89 99 1620129021886
90 90 1620129021978
91 98 1620129022088
92 88 1620129022181
93 95 1620129022289
94 87 1620129022381
95 95 1620129022477
96 99 1620129022587
97 89 1620129022679
98 97 1620129022787
99 89 1620129022881
100 95 1620129022990
101 86 1620129023084
102 92 1620129023177
103 99 1620129023285
104 91 1620129023377
105 99 1620129023487
106 89 1620129023581
107 95 1620129023690
108 86 1620129023783
109 93 1620129023879
110 97 1620129023986
111 90 1620129024080
112 96 1620129024189
113 87 1620129024283
114 93 1620129024377
115 99 1620129024485
116 91 1620129024580
117 96 1620129024690
118 86 1620129024782
119 94 1620129024876
120 100 1620129024986
121 90 1620129025080
122 96 1620129025190
123 86 1620129025283
124 93 1620129025378
125 98 1620129025486
126 90 1620129025579
127 97 1620129025687
128 89 1620129025780
129 96 1620129025891
130 85 1620129025983
131 93 1620129026091
132 85 1620129026185
133 91 1620129026279
134 97 1620129026388
135 88 1620129026482
136 94 1620129026576
137 100 1620129026686
138 90 1620129026779
139 97 1620129026888
140 88 1620129026981
141 95 1620129027091
142 85 1620129027184
143 92 1620129027280
144 96 1620129027389
145 87 1620129027484
146 92 1620129027578
147 98 1620129027686
148 90 1620129027779
149 97 1620129027889
150 87 1620129027983
151 93 1620129028089
152 87 1620129028184
153 92 1620129028279
154 97 1620129028389
155 87 1620129028482
156 94 1620129028577
157 99 1620129028684
158 92 1620129028780
159 96 1620129028887
160 89 1620129028981
161 95 1620129029077
162 99 1620129029187
163 89 1620129029281
164 95 1620129029391
165 85 1620129029484
166 92 1620129029578
167 98 1620129029689
168 87 1620129029782
169 94 1620129029890
170 86 1620129029983
171 93 1620129030091
172 85 1620129030181
173 95 1620129030290
174 86 1620129030383
175 93 1620129030477
176 99 1620129030587
177 89 1620129030683
178 93 1620129030791
179 85 1620129030885
180 91 1620129030978
181 98 1620129031086
182 90 1620129031180
183 96 1620129031288
184 88 1620129031382
185 94 1620129031490
186 86 1620129031584
187 92 1620129031677
188 99 1620129031786
189 90 1620129031880
190 96 1620129031989
191 87 1620129032084
192 92 1620129032177
193 99 1620129032286
194 90 1620129032377
195 99 1620129032489
196 87 1620129032581
197 95 1620129032691
198 85 1620129032785
199 91 1620129032877
200 99 1620129032985
201 91 1620129033079
202 97 1620129033188
203 88 1620129033282
204 94 1620129033377
205 99 1620129033485
206 91 1620129033580
207 96 1620129033690
208 86 1620129033785
209 91 1620129033879
210 97 1620129033988
211 88 1620129034081
212 95 1620129034188
213 88 1620129034281
214 95 1620129034391
215 85 1620129034484
216 92 1620129034579
217 97 1620129034688
218 88 1620129034780
219 96 1620129034890
220 86 1620129034983
221 93 1620129035092
222 83 1620129035187
223 89 1620129035281
224 95 1620129035390
225 86 1620129035483
226 93 1620129035578
227 98 1620129035688
228 88 1620129035780
229 96 1620129035886
230 90 1620129035979
231 97 1620129036089
232 87 1620129036184
233 92 1620129036278
234 98 1620129036386
235 90 1620129036479
236 97 1620129036588
237 88 1620129036684
238 92 1620129036777
239 99 1620129036886
240 90 1620129036980
241 96 1620129037089
242 87 1620129037180
243 96 1620129037289
244 87 1620129037380
245 96 1620129037489
246 87 1620129037583
247 93 1620129037690
248 86 1620129037783
249 93 1620129037878
250 98 1620129037984
251 92 1620129038078
252 98 1620129038187
253 89 1620129038282
254 94 1620129038392
255 83 1620129038485
256 91 1620129038577
257 99 1620129038686
258 90 1620129038780
259 96 1620129038889
260 87 1620129038981
261 95 1620129039090
262 86 1620129039183
263 93 1620129039276
264 100 1620129039385
265 91 1620129039478
266 98 1620129039588
267 88 1620129039682
268 94 1620129039790
269 86 1620129039883
270 93 1620129039978
271 98 1620129040088
272 88 1620129040182
273 94 1620129040291
274 85 1620129040386
275 90 1620129040480
276 96 1620129040588
277 88 1620129040683
278 93 1620129040776
279 100 1620129040887
280 89 1620129040981
281 95 1620129041089
282 87 1620129041181
283 95 1620129041291
284 85 1620129041384
285 92 1620129041478
286 98 1620129041588
287 88 1620129041681
288 95 1620129041789
289 87 1620129041881
290 95 1620129041990
291 86 1620129042084
292 92 1620129042177
293 99 1620129042285
294 91 1620129042377
295 99 1620129042487
296 89 1620129042579
297 97 1620129042688
298 88 1620129042780
299 96 1620129042891
300 85 1620129042985
301 91 1620129043079
302 97 1620129043189
303 87 1620129043282
304 94 1620129043390
305 86 1620129043482
306 94 1620129043591
307 85 1620129043685
308 91 1620129043779
309 97 1620129043888
310 88 1620129043979
311 97 1620129044088
312 88 1620129044182
313 94 1620129044291
314 85 1620129044385
315 91 1620129044479
316 97 1620129044586
317 90 1620129044679
318 97 1620129044789
319 87 1620129044882
320 94 1620129044990
321 86 1620129045086
322 90 1620129045180
323 96 1620129045290
324 86 1620129045383
325 93 1620129045478
326 98 1620129045587
327 89 1620129045680
328 96 1620129045787
329 89 1620129045882
330 94 1620129045991
331 85 1620129046083
332 93 1620129046190
333 86 1620129046286
334 90 1620129046378
335 98 1620129046486
336 90 1620129046579
337 97 1620129046687
338 89 1620129046781
339 95 1620129046888
340 88 1620129046981
341 95 1620129047091
342 85 1620129047186
343 90 1620129047281
344 95 1620129047390
345 86 1620129047485
346 91 1620129047577
347 99 1620129047687
348 89 1620129047779
349 97 1620129047887
350 89 1620129047979
351 97 1620129048088
352 88 1620129048183
353 93 1620129048290
354 86 1620129048383
355 93 1620129048491
356 85 1620129048586
357 90 1620129048678
358 98 1620129048789
359 87 1620129048884
360 92 1620129048976
361 100 1620129049086
362 90 1620129049180
363 96 1620129049291
364 85 1620129049385
365 91 1620129049479
366 97 1620129049589
367 87 1620129049684
368 92 1620129049778
369 98 1620129049889
370 87 1620129049981
371 95 1620129050091
372 85 1620129050185
373 91 1620129050277
374 99 1620129050386
375 90 1620129050479
376 97 1620129050588
377 88 1620129050679
378 97 1620129050790
379 86 1620129050884
380 92 1620129050978
381 98 1620129051086
382 90 1620129051180
383 96 1620129051291
384 85 1620129051383
385 93 1620129051476
386 100 1620129051584
387 92 1620129051678
388 98 1620129051787
389 89 1620129051880
390 96 1620129051988
391 88 1620129052083
392 93 1620129052177
393 99 1620129052286
394 90 1620129052380
395 96 1620129052490
396 86 1620129052581
397 95 1620129052689
398 87 1620129052784
399 92 1620129052877
400 99 1620129052987
401 89 1620129053081
402 95 1620129053190
403 86 1620129053283
404 93 1620129053377
405 99 1620129053486
406 90 1620129053581
407 95 1620129053676
408 100 1620129053786
409 90 1620129053878
410 98 1620129053986
411 90 1620129054080
412 96 1620129054188
413 88 1620129054281
414 95 1620129054390
415 86 1620129054483
416 93 1620129054577
417 99 1620129054688
418 88 1620129054780
419 96 1620129054891
420 85 1620129054983
421 93 1620129055079
422 97 1620129055188
423 88 1620129055283
424 93 1620129055390
425 86 1620129055484
426 92 1620129055578
427 98 1620129055688
428 88 1620129055780
429 96 1620129055891
430 85 1620129055985
431 91 1620129056078
432 98 1620129056186
433 90 1620129056279
434 97 1620129056390
435 86 1620129056482
436 94 1620129056577
437 99 1620129056685
438 91 1620129056778
439 98 1620129056886
440 90 1620129056979
441 97 1620129057090
442 86 1620129057185
443 91 1620129057278
444 98 1620129057387
445 89 1620129057478
446 98 1620129057588
447 88 1620129057681
448 95 1620129057790
449 86 1620129057884
450 92 1620129057977
451 99 1620129058086
452 90 1620129058178
453 98 1620129058286
454 90 1620129058381
455 95 1620129058490
456 86 1620129058583
457 93 1620129058678
458 98 1620129058790
459 86 1620129058884
460 92 1620129058976
461 100 1620129059086
462 90 1620129059179
463 97 1620129059287
464 89 1620129059382
465 94 1620129059489
466 87 1620129059583
467 93 1620129059677
468 99 1620129059785
469 91 1620129059877
470 99 1620129059984
471 92 1620129060079
472 97 1620129060189
473 87 1620129060285
474 91 1620129060377
475 99 1620129060486
476 90 1620129060580
477 96 1620129060688
478 88 1620129060782
479 94 1620129060891
480 85 1620129060985
481 91 1620129061079
482 97 1620129061185
483 91 1620129061279
484 97 1620129061387
485 89 1620129061479
486 97 1620129061590
487 86 1620129061683
488 93 1620129061778
489 98 1620129061886
490 90 1620129061981
